KMeans Cluster,Mean Similarity,Cluster Label,Similarity Tier
5,0.48501372,"security, breach, security breach, incident, medical, hospital",High
2,0.40910593,"investment, analytic, data analytic, data, tool, investment strategy",Low
12,0.4621315,"integration, integrate, documentation, step, saas, process",High
12,0.25234523,"integration, integrate, documentation, step, saas, process",Low
22,0.3820505,"issue, software, update, problem, integration, resolve",Low
25,0.36875966,"marketing, digital, social medium, social, medium, strategy",Low
6,0.42577827,"saas platform, saas, platform, issue, server, performance",High
33,0.3668216,"campaign, digital campaign, digital, agency, marketing, issue",Low
4,0.53214556,"marketing, digital marketing, digital, brand, strategy, marketing strategy",High
29,0.47700155,"billing, payment, plan, option, pricing, discount",High
4,0.3078324,"marketing, digital marketing, digital, brand, strategy, marketing strategy",Low
6,0.31979328,"saas platform, saas, platform, issue, server, performance",Low
32,0.37597123,"project, project management, management, issue, saas, management saas",Low
27,0.5062972,"investment, processing, analytic platform, platform, data, analytic",High
38,0.61486685,"saas project, project management, project, saas, management, scalable",High
9,0.5496192,"investment, analysis, issue, discrepancy, data, datum",High
20,0.46839255,"crash, issue, software, application, software crash, problem",High
23,0.18844034,"integration, analytic, team, support, provide, investment",Low
10,0.55555546,"breach, data breach, data, security, medical, hospital",High
12,0.4056423,"integration, integrate, documentation, step, saas, process",Low
40,0.4965139,"campaign, marketing campaign, marketing, target, engagement, digital",High
2,0.3845535,"investment, analytic, data analytic, data, tool, investment strategy",Low
25,0.53045934,"marketing, digital, social medium, social, medium, strategy",High
18,0.3605591,"data analytic, analytic, data, issue, analytic tool, tool",Low
36,0.4563485,"billing, discrepancy, payment, billing discrepancy, issue, account",High
11,0.47012895,"security, medical, datum, protocol, medical datum, security protocol",High
2,0.47677493,"investment, analytic, data analytic, data, tool, investment strategy",High
0,0.45698333,"investment, investment optimization, optimization, issue, model, algorithm",High
5,0.49789032,"security, breach, security breach, incident, medical, hospital",High
20,0.41335383,"crash, issue, software, application, software crash, problem",Low
11,0.50941277,"security, medical, datum, protocol, medical datum, security protocol",High
8,0.44374722,"digital strategy, digital, strategy, brand, growth, brand growth",High
27,0.4391706,"investment, processing, analytic platform, platform, data, analytic",High
27,0.26253727,"investment, processing, analytic platform, platform, data, analytic",Low
12,0.2951129,"integration, integrate, documentation, step, saas, process",Low
12,0.33463323,"integration, integrate, documentation, step, saas, process",Low
43,0.35293597,"outage, service, service outage, issue, disruption, impact",Low
5,0.4705579,"security, breach, security breach, incident, medical, hospital",High
27,0.402034,"investment, processing, analytic platform, platform, data, analytic",Low
11,0.54790115,"security, medical, datum, protocol, medical datum, security protocol",High
23,0.21706471,"integration, analytic, team, support, provide, investment",Low
5,0.4588887,"security, breach, security breach, incident, medical, hospital",High
27,0.41338298,"investment, processing, analytic platform, platform, data, analytic",Low
32,0.34799522,"project, project management, management, issue, saas, management saas",Low
41,0.63300294,"sap, erp, sap erp, integration, central component, erp central",High
16,0.33548343,"marketing, agency, marketing agency, issue, digital, campaign",Low
25,0.5532308,"marketing, digital, social medium, social, medium, strategy",High
12,0.46399355,"integration, integrate, documentation, step, saas, process",High
6,0.399612,"saas platform, saas, platform, issue, server, performance",Low
42,0.4078438,"synchronization, data synchronization, issue, problem, synchronization issue, resolve",Low
10,0.52974015,"breach, data breach, data, security, medical, hospital",High
17,0.38066384,"medical, secure, secure medical, medical datum, datum, hospital",Low
6,0.4475843,"saas platform, saas, platform, issue, server, performance",High
40,0.48493245,"campaign, marketing campaign, marketing, target, engagement, digital",High
27,0.39151907,"investment, processing, analytic platform, platform, data, analytic",Low
23,0.21463825,"integration, analytic, team, support, provide, investment",Low
14,0.44245207,"server, dashboard, issue, load, project dashboard, peak",High
21,0.39552683,"access, medical, healthcare, security, issue, data access",Low
27,0.39930704,"investment, processing, analytic platform, platform, data, analytic",Low
5,0.4696867,"security, breach, security breach, incident, medical, hospital",High
34,0.3959138,"charge, billing, invoice, account, statement, subscription",Low
40,0.46034768,"campaign, marketing campaign, marketing, target, engagement, digital",High
0,0.37523526,"investment, investment optimization, optimization, issue, model, algorithm",Low
22,0.29404834,"issue, software, update, problem, integration, resolve",Low
14,0.40668586,"server, dashboard, issue, load, project dashboard, peak",Low
12,0.24008287,"integration, integrate, documentation, step, saas, process",Low
22,0.34856555,"issue, software, update, problem, integration, resolve",Low
37,0.42546916,"access, unauthorized, unauthorized access, security, access attempt, medical",Low
8,0.48604074,"digital strategy, digital, strategy, brand, growth, brand growth",High
2,0.33751988,"investment, analytic, data analytic, data, tool, investment strategy",Low
27,0.44595888,"investment, processing, analytic platform, platform, data, analytic",High
14,0.2930799,"server, dashboard, issue, load, project dashboard, peak",Low
21,0.322887,"access, medical, healthcare, security, issue, data access",Low
22,0.27704826,"issue, software, update, problem, integration, resolve",Low
13,0.464856,"engagement, metric, engagement metric, decline, brand engagement, algorithm",High
1,0.31559312,"request, integration, project, user, project management, management",Low
39,0.36913222,"connectivity, network, device, issue, problem, connectivity issue",Low
42,0.43467823,"synchronization, data synchronization, issue, problem, synchronization issue, resolve",High
12,0.2907757,"integration, integrate, documentation, step, saas, process",Low
22,0.35014394,"issue, software, update, problem, integration, resolve",Low
2,0.34071684,"investment, analytic, data analytic, data, tool, investment strategy",Low
12,0.2831161,"integration, integrate, documentation, step, saas, process",Low
29,0.3546793,"billing, payment, plan, option, pricing, discount",Low
2,0.43894544,"investment, analytic, data analytic, data, tool, investment strategy",High
1,0.40847415,"request, integration, project, user, project management, management",Low
22,0.40280992,"issue, software, update, problem, integration, resolve",Low
22,0.2036678,"issue, software, update, problem, integration, resolve",Low
15,0.52162516,"brand, digital, growth, brand growth, digital strategy, strategy",High
3,0.3819507,"medical, security, datum, medical datum, encryption, control",Low
36,0.43609634,"billing, discrepancy, payment, billing discrepancy, issue, account",High
5,0.49267107,"security, breach, security breach, incident, medical, hospital",High
22,0.34091985,"issue, software, update, problem, integration, resolve",Low
4,0.41009912,"marketing, digital marketing, digital, brand, strategy, marketing strategy",Low
18,0.31726578,"data analytic, analytic, data, issue, analytic tool, tool",Low
1,0.32123604,"request, integration, project, user, project management, management",Low
19,0.5280449,"digital tool, digital, tool, digital tools, issue, agency",High
35,0.4201487,"quickbooks, quickbooks online, online, integration, integrate quickbooks, integrate",Low
26,0.35563082,"website, traffic, website traffic, seo, agency website, issue",Low
24,0.67062384,"login, server, login issue, user, login difficulty, issue",High
12,0.34611505,"integration, integrate, documentation, step, saas, process",Low
2,0.3937556,"investment, analytic, data analytic, data, tool, investment strategy",Low
36,0.3200902,"billing, discrepancy, payment, billing discrepancy, issue, account",Low
19,0.4960241,"digital tool, digital, tool, digital tools, issue, agency",High
12,0.46577513,"integration, integrate, documentation, step, saas, process",High
27,0.31155762,"investment, processing, analytic platform, platform, data, analytic",Low
28,0.74606764,"oracle, oracle database, database, integration, medical, secure",High
